"","SurveyID","ProjectID","LocationName","Date","Collectors","Longitude","Latitude","SurveyTypeID","Plot.Name","SpeciesVarietalCode","SpeciesVarietalName","Measurement","CanopyID","Woody_DBH_cm","Woody_Height_m","ProjCode","Genus"
"1608",72,"Cosumnes River Preserve","Tall Forest","9/13/2012","M. Vaghti, K. MacMillen",-121.41,38.26,"Plant","CRP37","QULO","Quercus lobata",18,"",50.8,22.8,"COSRP","Quercus"
"1609",72,"Cosumnes River Preserve","Tall Forest","9/13/2012","M. Vaghti, K. MacMillen",-121.41,38.26,"Plant","CRP37","FRLA","Fraxinus latifolia",19,"",5.8,5.8,"COSRP","Fraxinus"
"1610",72,"Cosumnes River Preserve","Tall Forest","9/13/2012","M. Vaghti, K. MacMillen",-121.41,38.26,"Plant","CRP37","QULO","Quercus lobata",20,"",56.6,19,"COSRP","Quercus"
"1613",72,"Cosumnes River Preserve","Tall Forest","9/13/2012","M. Vaghti, K. MacMillen",-121.41,38.26,"Plant","CRP37","ACNE","Acer negundo",23,"",5.1,8.1,"COSRP","Acer"
"1614",72,"Cosumnes River Preserve","Tall Forest","9/13/2012","M. Vaghti, K. MacMillen",-121.41,38.26,"Plant","CRP37","QULO","Quercus lobata",24,"",22.1,17.4,"COSRP","Quercus"
"1616",72,"Cosumnes River Preserve","Tall Forest","9/13/2012","M. Vaghti, K. MacMillen",-121.41,38.26,"Plant","CRP37","ACNE","Acer negundo",26,"",5.5,6.2,"COSRP","Acer"
"1617",72,"Cosumnes River Preserve","Tall Forest","9/13/2012","M. Vaghti, K. MacMillen",-121.41,38.26,"Plant","CRP37","ACNE","Acer negundo",27,"",5,6.7,"COSRP","Acer"
"1618",72,"Cosumnes River Preserve","Tall Forest","9/13/2012","M. Vaghti, K. MacMillen",-121.41,38.26,"Plant","CRP37","ACNE","Acer negundo",28,"",6,6,"COSRP","Acer"
"1619",72,"Cosumnes River Preserve","Tall Forest","9/13/2012","M. Vaghti, K. MacMillen",-121.41,38.26,"Plant","CRP37","ACNE","Acer negundo",29,"",7.1,6.2,"COSRP","Acer"
"1620",72,"Cosumnes River Preserve","Tall Forest","9/13/2012","M. Vaghti, K. MacMillen",-121.41,38.26,"Plant","CRP37","ACNE","Acer negundo",30,"",7.9,5.7,"COSRP","Acer"
"1621",72,"Cosumnes River Preserve","Tall Forest","9/13/2012","M. Vaghti, K. MacMillen",-121.41,38.26,"Plant","CRP37","ACNE","Acer negundo",31,"",7.1,4,"COSRP","Acer"
"1622",72,"Cosumnes River Preserve","Tall Forest","9/13/2012","M. Vaghti, K. MacMillen",-121.41,38.26,"Plant","CRP37","ACNE","Acer negundo",32,"",8.5,5.1,"COSRP","Acer"
"1624",72,"Cosumnes River Preserve","Tall Forest","9/13/2012","M. Vaghti, K. MacMillen",-121.41,38.26,"Plant","CRP37","QULO","Quercus lobata",34,"",58.8,17.6,"COSRP","Quercus"
"1625",72,"Cosumnes River Preserve","Tall Forest","9/13/2012","M. Vaghti, K. MacMillen",-121.41,38.26,"Plant","CRP37","ACNE","Acer negundo",35,"",6.3,4.2,"COSRP","Acer"
"1626",72,"Cosumnes River Preserve","Tall Forest","9/13/2012","M. Vaghti, K. MacMillen",-121.41,38.26,"Plant","CRP37","ACNE","Acer negundo",36,"",5.2,5.1,"COSRP","Acer"
"1627",72,"Cosumnes River Preserve","Tall Forest","9/13/2012","M. Vaghti, K. MacMillen",-121.41,38.26,"Plant","CRP37","QULO","Quercus lobata",37,"",82.5,25.1,"COSRP","Quercus"
"1628",72,"Cosumnes River Preserve","Tall Forest","9/13/2012","M. Vaghti, K. MacMillen",-121.41,38.26,"Plant","CRP37","QULO","Quercus lobata",38,"",37.4,10,"COSRP","Quercus"
"1629",73,"Cosumnes River Preserve","Tall Forest","9/13/2012","M. Vaghti, K. MacMillen",-121.41,38.25,"Plant","CRP38","FRLA","Fraxinus latifolia",1,"",24.7,10,"COSRP","Fraxinus"
"1630",73,"Cosumnes River Preserve","Tall Forest","9/13/2012","M. Vaghti, K. MacMillen",-121.41,38.25,"Plant","CRP38","FRLA","Fraxinus latifolia",2,"",19.5,9.9,"COSRP","Fraxinus"
"1631",73,"Cosumnes River Preserve","Tall Forest","9/13/2012","M. Vaghti, K. MacMillen",-121.41,38.25,"Plant","CRP38","POFR","Populus fremontii",3,"",76.5,29.9,"COSRP","Populus"
"1632",73,"Cosumnes River Preserve","Tall Forest","9/13/2012","M. Vaghti, K. MacMillen",-121.41,38.25,"Plant","CRP38","POFR","Populus fremontii",4,"",55.2,29.1,"COSRP","Populus"
"1633",73,"Cosumnes River Preserve","Tall Forest","9/13/2012","M. Vaghti, K. MacMillen",-121.41,38.25,"Plant","CRP38","POFR","Populus fremontii",5,"",95.9,29,"COSRP","Populus"
"1634",73,"Cosumnes River Preserve","Tall Forest","9/13/2012","M. Vaghti, K. MacMillen",-121.41,38.25,"Plant","CRP38","FRLA","Fraxinus latifolia",6,"",14.5,4.2,"COSRP","Fraxinus"
"1635",73,"Cosumnes River Preserve","Tall Forest","9/13/2012","M. Vaghti, K. MacMillen",-121.41,38.25,"Plant","CRP38","FRLA","Fraxinus latifolia",7,"",17.8,3.8,"COSRP","Fraxinus"
"1636",73,"Cosumnes River Preserve","Tall Forest","9/13/2012","M. Vaghti, K. MacMillen",-121.41,38.25,"Plant","CRP38","QULO","Quercus lobata",8,"",31.9,19.2,"COSRP","Quercus"
"1637",73,"Cosumnes River Preserve","Tall Forest","9/13/2012","M. Vaghti, K. MacMillen",-121.41,38.25,"Plant","CRP38","QULO","Quercus lobata",9,"",42.5,20,"COSRP","Quercus"
"1638",73,"Cosumnes River Preserve","Tall Forest","9/13/2012","M. Vaghti, K. MacMillen",-121.41,38.25,"Plant","CRP38","FRLA","Fraxinus latifolia",10,"",21.1,14.6,"COSRP","Fraxinus"
"1639",73,"Cosumnes River Preserve","Tall Forest","9/13/2012","M. Vaghti, K. MacMillen",-121.41,38.25,"Plant","CRP38","POFR","Populus fremontii",11,"",107.6,28.7,"COSRP","Populus"
"1640",73,"Cosumnes River Preserve","Tall Forest","9/13/2012","M. Vaghti, K. MacMillen",-121.41,38.25,"Plant","CRP38","FRLA","Fraxinus latifolia",12,"",30.3,15.1,"COSRP","Fraxinus"
"1641",73,"Cosumnes River Preserve","Tall Forest","9/13/2012","M. Vaghti, K. MacMillen",-121.41,38.25,"Plant","CRP38","FRLA","Fraxinus latifolia",13,"",19.2,4.5,"COSRP","Fraxinus"
"1642",73,"Cosumnes River Preserve","Tall Forest","9/13/2012","M. Vaghti, K. MacMillen",-121.41,38.25,"Plant","CRP38","FRLA","Fraxinus latifolia",14,"",5.8,3.1,"COSRP","Fraxinus"
"1643",74,"Cosumnes River Preserve","Tall Forest West","9/13/2012","M. Vaghti, K. MacMillen",-121.41,38.26,"Plant","CRP39","QULO","Quercus lobata",1,"",33.2,8.4,"COSRP","Quercus"
"1644",74,"Cosumnes River Preserve","Tall Forest West","9/13/2012","M. Vaghti, K. MacMillen",-121.41,38.26,"Plant","CRP39","QULO","Quercus lobata",2,"",32.1,9.5,"COSRP","Quercus"
"1645",74,"Cosumnes River Preserve","Tall Forest West","9/13/2012","M. Vaghti, K. MacMillen",-121.41,38.26,"Plant","CRP39","QULO","Quercus lobata",3,"",27.3,9.1,"COSRP","Quercus"
"1646",74,"Cosumnes River Preserve","Tall Forest West","9/13/2012","M. Vaghti, K. MacMillen",-121.41,38.26,"Plant","CRP39","QULO","Quercus lobata",4,"",13,9.1,"COSRP","Quercus"
"1647",74,"Cosumnes River Preserve","Tall Forest West","9/13/2012","M. Vaghti, K. MacMillen",-121.41,38.26,"Plant","CRP39","QULO","Quercus lobata",5,"",14.7,18.3,"COSRP","Quercus"
"1648",74,"Cosumnes River Preserve","Tall Forest West","9/13/2012","M. Vaghti, K. MacMillen",-121.41,38.26,"Plant","CRP39","QULO","Quercus lobata",6,"",26.6,9.4,"COSRP","Quercus"
"1649",74,"Cosumnes River Preserve","Tall Forest West","9/13/2012","M. Vaghti, K. MacMillen",-121.41,38.26,"Plant","CRP39","QULO","Quercus lobata",7,"",17.9,6.5,"COSRP","Quercus"
"1650",74,"Cosumnes River Preserve","Tall Forest West","9/13/2012","M. Vaghti, K. MacMillen",-121.41,38.26,"Plant","CRP39","QULO","Quercus lobata",8,"",30.2,8.3,"COSRP","Quercus"
"1651",74,"Cosumnes River Preserve","Tall Forest West","9/13/2012","M. Vaghti, K. MacMillen",-121.41,38.26,"Plant","CRP39","QULO","Quercus lobata",9,"",21,8.3,"COSRP","Quercus"
"1652",74,"Cosumnes River Preserve","Tall Forest West","9/13/2012","M. Vaghti, K. MacMillen",-121.41,38.26,"Plant","CRP39","QULO","Quercus lobata",10,"",16.5,7,"COSRP","Quercus"
"1653",74,"Cosumnes River Preserve","Tall Forest West","9/13/2012","M. Vaghti, K. MacMillen",-121.41,38.26,"Plant","CRP39","QULO","Quercus lobata",11,"",32.5,8.4,"COSRP","Quercus"
"1654",74,"Cosumnes River Preserve","Tall Forest West","9/13/2012","M. Vaghti, K. MacMillen",-121.41,38.26,"Plant","CRP39","QULO","Quercus lobata",12,"",23.2,8.6,"COSRP","Quercus"
"1655",74,"Cosumnes River Preserve","Tall Forest West","9/13/2012","M. Vaghti, K. MacMillen",-121.41,38.26,"Plant","CRP39","QULO","Quercus lobata",13,"",21.2,8.6,"COSRP","Quercus"
"1656",74,"Cosumnes River Preserve","Tall Forest West","9/13/2012","M. Vaghti, K. MacMillen",-121.41,38.26,"Plant","CRP39","QULO","Quercus lobata",14,"",8.2,5.8,"COSRP","Quercus"
"1657",74,"Cosumnes River Preserve","Tall Forest West","9/13/2012","M. Vaghti, K. MacMillen",-121.41,38.26,"Plant","CRP39","QULO","Quercus lobata",15,"",5.2,5.8,"COSRP","Quercus"
"1658",74,"Cosumnes River Preserve","Tall Forest West","9/13/2012","M. Vaghti, K. MacMillen",-121.41,38.26,"Plant","CRP39","QULO","Quercus lobata",16,"",23.8,8.6,"COSRP","Quercus"
"1659",74,"Cosumnes River Preserve","Tall Forest West","9/13/2012","M. Vaghti, K. MacMillen",-121.41,38.26,"Plant","CRP39","QULO","Quercus lobata",17,"",5.2,3.4,"COSRP","Quercus"
"1660",75,"Cosumnes River Preserve","West of Tall Forest","9/13/2012","M. Vaghti, K. MacMillen",-121.41,38.26,"Plant","CRP40","SAGO","Salix gooddingii",1,"",15.2,4.7,"COSRP","Salix"
"1661",75,"Cosumnes River Preserve","West of Tall Forest","9/13/2012","M. Vaghti, K. MacMillen",-121.41,38.26,"Plant","CRP40","SAGO","Salix gooddingii",2,"",22.1,7.7,"COSRP","Salix"
"1662",75,"Cosumnes River Preserve","West of Tall Forest","9/13/2012","M. Vaghti, K. MacMillen",-121.41,38.26,"Plant","CRP40","SAGO","Salix gooddingii",3,"",16.2,5.7,"COSRP","Salix"
"1663",75,"Cosumnes River Preserve","West of Tall Forest","9/13/2012","M. Vaghti, K. MacMillen",-121.41,38.26,"Plant","CRP40","SAGO","Salix gooddingii",4,"",30.4,9.8,"COSRP","Salix"
"1664",75,"Cosumnes River Preserve","West of Tall Forest","9/13/2012","M. Vaghti, K. MacMillen",-121.41,38.26,"Plant","CRP40","SAGO","Salix gooddingii",5,"",14.5,5.4,"COSRP","Salix"
"1665",75,"Cosumnes River Preserve","West of Tall Forest","9/13/2012","M. Vaghti, K. MacMillen",-121.41,38.26,"Plant","CRP40","SAGO","Salix gooddingii",6,"",6.5,4.6,"COSRP","Salix"
"1666",75,"Cosumnes River Preserve","West of Tall Forest","9/13/2012","M. Vaghti, K. MacMillen",-121.41,38.26,"Plant","CRP40","SAGO","Salix gooddingii",7,"",8.1,6.1,"COSRP","Salix"
"1667",75,"Cosumnes River Preserve","West of Tall Forest","9/13/2012","M. Vaghti, K. MacMillen",-121.41,38.26,"Plant","CRP40","SAGO","Salix gooddingii",8,"",46.8,8.5,"COSRP","Salix"
"1668",75,"Cosumnes River Preserve","West of Tall Forest","9/13/2012","M. Vaghti, K. MacMillen",-121.41,38.26,"Plant","CRP40","SALA6","Salix lasiolepis",9,"",8,5.3,"COSRP","Salix"
"1669",75,"Cosumnes River Preserve","West of Tall Forest","9/13/2012","M. Vaghti, K. MacMillen",-121.41,38.26,"Plant","CRP40","SALA6","Salix lasiolepis",10,"",6.5,4.3,"COSRP","Salix"
"1670",75,"Cosumnes River Preserve","West of Tall Forest","9/13/2012","M. Vaghti, K. MacMillen",-121.41,38.26,"Plant","CRP40","SALA6","Salix lasiolepis",11,"",5.5,3.8,"COSRP","Salix"
"1671",75,"Cosumnes River Preserve","West of Tall Forest","9/13/2012","M. Vaghti, K. MacMillen",-121.41,38.26,"Plant","CRP40","SALA6","Salix lasiolepis",12,"",8.1,4.3,"COSRP","Salix"
"1672",75,"Cosumnes River Preserve","West of Tall Forest","9/13/2012","M. Vaghti, K. MacMillen",-121.41,38.26,"Plant","CRP40","SAGO","Salix gooddingii",13,"",17,5.7,"COSRP","Salix"
"1673",75,"Cosumnes River Preserve","West of Tall Forest","9/13/2012","M. Vaghti, K. MacMillen",-121.41,38.26,"Plant","CRP40","SAGO","Salix gooddingii",14,"",11.8,8.4,"COSRP","Salix"
"1674",75,"Cosumnes River Preserve","West of Tall Forest","9/13/2012","M. Vaghti, K. MacMillen",-121.41,38.26,"Plant","CRP40","SAGO","Salix gooddingii",15,"",67.1,12.3,"COSRP","Salix"
"1675",75,"Cosumnes River Preserve","West of Tall Forest","9/13/2012","M. Vaghti, K. MacMillen",-121.41,38.26,"Plant","CRP40","SAGO","Salix gooddingii",16,"",8.4,4.4,"COSRP","Salix"
"1676",75,"Cosumnes River Preserve","West of Tall Forest","9/13/2012","M. Vaghti, K. MacMillen",-121.41,38.26,"Plant","CRP40","SAGO","Salix gooddingii",17,"",11.5,7.2,"COSRP","Salix"
"1677",75,"Cosumnes River Preserve","West of Tall Forest","9/13/2012","M. Vaghti, K. MacMillen",-121.41,38.26,"Plant","CRP40","SALA6","Salix lasiolepis",18,"",5.1,3.6,"COSRP","Salix"
"1678",75,"Cosumnes River Preserve","West of Tall Forest","9/13/2012","M. Vaghti, K. MacMillen",-121.41,38.26,"Plant","CRP40","FRLA","Fraxinus latifolia",19,"",5,3.3,"COSRP","Fraxinus"
"1679",75,"Cosumnes River Preserve","West of Tall Forest","9/13/2012","M. Vaghti, K. MacMillen",-121.41,38.26,"Plant","CRP40","POFR","Populus fremontii",20,"",28,12.9,"COSRP","Populus"
"1680",75,"Cosumnes River Preserve","West of Tall Forest","9/13/2012","M. Vaghti, K. MacMillen",-121.41,38.26,"Plant","CRP40","POFR","Populus fremontii",21,"",33.7,13.7,"COSRP","Populus"
"1681",75,"Cosumnes River Preserve","West of Tall Forest","9/13/2012","M. Vaghti, K. MacMillen",-121.41,38.26,"Plant","CRP40","POFR","Populus fremontii",22,"",22.5,13.3,"COSRP","Populus"
"1682",75,"Cosumnes River Preserve","West of Tall Forest","9/13/2012","M. Vaghti, K. MacMillen",-121.41,38.26,"Plant","CRP40","POFR","Populus fremontii",23,"",25.8,13.5,"COSRP","Populus"
"1683",75,"Cosumnes River Preserve","West of Tall Forest","9/13/2012","M. Vaghti, K. MacMillen",-121.41,38.26,"Plant","CRP40","POFR","Populus fremontii",24,"",29,13.1,"COSRP","Populus"
"1684",75,"Cosumnes River Preserve","West of Tall Forest","9/13/2012","M. Vaghti, K. MacMillen",-121.41,38.26,"Plant","CRP40","POFR","Populus fremontii",25,"",32.8,13.4,"COSRP","Populus"
"1687",76,"Cosumnes River Preserve","Shaw Forest","9/14/2012","M. Vaghti, K. MacMillen",-121.38,38.31,"Plant","CRP41","QULO","Quercus lobata",3,"",76.6,25.5,"COSRP","Quercus"
"1688",76,"Cosumnes River Preserve","Shaw Forest","9/14/2012","M. Vaghti, K. MacMillen",-121.38,38.31,"Plant","CRP41","QULO","Quercus lobata",4,"",50.2,22.9,"COSRP","Quercus"
"1690",76,"Cosumnes River Preserve","Shaw Forest","9/14/2012","M. Vaghti, K. MacMillen",-121.38,38.31,"Plant","CRP41","QULO","Quercus lobata",6,"",9,5.5,"COSRP","Quercus"
"1692",76,"Cosumnes River Preserve","Shaw Forest","9/14/2012","M. Vaghti, K. MacMillen",-121.38,38.31,"Plant","CRP41","QULO","Quercus lobata",8,"",92.1,20.1,"COSRP","Quercus"
"1694",76,"Cosumnes River Preserve","Shaw Forest","9/14/2012","M. Vaghti, K. MacMillen",-121.38,38.31,"Plant","CRP41","FRLA","Fraxinus latifolia",10,"",20.2,9,"COSRP","Fraxinus"
"1705",77,"Cosumnes River Preserve","Shaw Forest","9/14/2012","M. Vaghti, K. MacMillen",-121.38,38.32,"Plant","CRP42","FRLA","Fraxinus latifolia",11,"",14.9,26.2,"COSRP","Fraxinus"
"1706",77,"Cosumnes River Preserve","Shaw Forest","9/14/2012","M. Vaghti, K. MacMillen",-121.38,38.32,"Plant","CRP42","FRLA","Fraxinus latifolia",12,"",26.2,10.9,"COSRP","Fraxinus"
"1707",77,"Cosumnes River Preserve","Shaw Forest","9/14/2012","M. Vaghti, K. MacMillen",-121.38,38.32,"Plant","CRP42","FRLA","Fraxinus latifolia",13,"",16.5,5.3,"COSRP","Fraxinus"
"1708",77,"Cosumnes River Preserve","Shaw Forest","9/14/2012","M. Vaghti, K. MacMillen",-121.38,38.32,"Plant","CRP42","FRLA","Fraxinus latifolia",14,"",47.5,11,"COSRP","Fraxinus"
"1709",77,"Cosumnes River Preserve","Shaw Forest","9/14/2012","M. Vaghti, K. MacMillen",-121.38,38.32,"Plant","CRP42","FRLA","Fraxinus latifolia",15,"",7,3.6,"COSRP","Fraxinus"
"1711",77,"Cosumnes River Preserve","Shaw Forest","9/14/2012","M. Vaghti, K. MacMillen",-121.38,38.32,"Plant","CRP42","FRLA","Fraxinus latifolia",17,"",44.1,13.6,"COSRP","Fraxinus"
"1718",77,"Cosumnes River Preserve","Shaw Forest","9/14/2012","M. Vaghti, K. MacMillen",-121.38,38.32,"Plant","CRP42","QULO","Quercus lobata",24,"",51,18.4,"COSRP","Quercus"
"1720",78,"Cosumnes River Preserve","Shaw Forest","9/14/2012","M. Vaghti, K. MacMillen",-121.37,38.32,"Plant","CRP43","FRLA","Fraxinus latifolia",1,"",25,9.8,"COSRP","Fraxinus"
"1721",78,"Cosumnes River Preserve","Shaw Forest","9/14/2012","M. Vaghti, K. MacMillen",-121.37,38.32,"Plant","CRP43","FRLA","Fraxinus latifolia",2,"",26.6,7.7,"COSRP","Fraxinus"
"1722",78,"Cosumnes River Preserve","Shaw Forest","9/14/2012","M. Vaghti, K. MacMillen",-121.37,38.32,"Plant","CRP43","FRLA","Fraxinus latifolia",3,"",12,4.8,"COSRP","Fraxinus"
"1723",78,"Cosumnes River Preserve","Shaw Forest","9/14/2012","M. Vaghti, K. MacMillen",-121.37,38.32,"Plant","CRP43","FRLA","Fraxinus latifolia",4,"",15.3,10.1,"COSRP","Fraxinus"
"1724",78,"Cosumnes River Preserve","Shaw Forest","9/14/2012","M. Vaghti, K. MacMillen",-121.37,38.32,"Plant","CRP43","FRLA","Fraxinus latifolia",5,"",31.2,8.6,"COSRP","Fraxinus"
"1727",78,"Cosumnes River Preserve","Shaw Forest","9/14/2012","M. Vaghti, K. MacMillen",-121.37,38.32,"Plant","CRP43","ACNE","Acer negundo",8,"",10.9,8.6,"COSRP","Acer"
"1728",78,"Cosumnes River Preserve","Shaw Forest","9/14/2012","M. Vaghti, K. MacMillen",-121.37,38.32,"Plant","CRP43","ACNE","Acer negundo",9,"",10.1,5.1,"COSRP","Acer"
"1729",78,"Cosumnes River Preserve","Shaw Forest","9/14/2012","M. Vaghti, K. MacMillen",-121.37,38.32,"Plant","CRP43","ACNE","Acer negundo",10,"",22.4,13.3,"COSRP","Acer"
"1731",78,"Cosumnes River Preserve","Shaw Forest","9/14/2012","M. Vaghti, K. MacMillen",-121.37,38.32,"Plant","CRP43","ACNE","Acer negundo",12,"",13.2,8.2,"COSRP","Acer"
"1732",78,"Cosumnes River Preserve","Shaw Forest","9/14/2012","M. Vaghti, K. MacMillen",-121.37,38.32,"Plant","CRP43","ACNE","Acer negundo",13,"",6.1,4.8,"COSRP","Acer"
"1733",78,"Cosumnes River Preserve","Shaw Forest","9/14/2012","M. Vaghti, K. MacMillen",-121.37,38.32,"Plant","CRP43","QULO","Quercus lobata",14,"",90.2,18.2,"COSRP","Quercus"
"1734",78,"Cosumnes River Preserve","Shaw Forest","9/14/2012","M. Vaghti, K. MacMillen",-121.37,38.32,"Plant","CRP43","FRLA","Fraxinus latifolia",15,"",54.3,18.2,"COSRP","Fraxinus"
"1735",78,"Cosumnes River Preserve","Shaw Forest","9/14/2012","M. Vaghti, K. MacMillen",-121.37,38.32,"Plant","CRP43","FRLA","Fraxinus latifolia",16,"",7.7,3.2,"COSRP","Fraxinus"
"1736",78,"Cosumnes River Preserve","Shaw Forest","9/14/2012","M. Vaghti, K. MacMillen",-121.37,38.32,"Plant","CRP43","FRLA","Fraxinus latifolia",17,"",6,4,"COSRP","Fraxinus"
"1737",78,"Cosumnes River Preserve","Shaw Forest","9/14/2012","M. Vaghti, K. MacMillen",-121.37,38.32,"Plant","CRP43","FRLA","Fraxinus latifolia",18,"",29.4,16.9,"COSRP","Fraxinus"
"1738",78,"Cosumnes River Preserve","Shaw Forest","9/14/2012","M. Vaghti, K. MacMillen",-121.37,38.32,"Plant","CRP43","FRLA","Fraxinus latifolia",19,"",37.2,8.2,"COSRP","Fraxinus"
"1739",79,"Cosumnes River Preserve","Channel at Twin Cities Rd","9/25/2012","M. Vaghti, M. Read",-121.38,38.29,"Plant","CRP45","QULO","Quercus lobata",1,"",42.5,14.3,"COSRP","Quercus"
"1740",79,"Cosumnes River Preserve","Channel at Twin Cities Rd","9/25/2012","M. Vaghti, M. Read",-121.38,38.29,"Plant","CRP45","FRLA","Fraxinus latifolia",2,"",8.5,5,"COSRP","Fraxinus"
"1741",79,"Cosumnes River Preserve","Channel at Twin Cities Rd","9/25/2012","M. Vaghti, M. Read",-121.38,38.29,"Plant","CRP45","QULO","Quercus lobata",3,"",45,20,"COSRP","Quercus"
"1742",79,"Cosumnes River Preserve","Channel at Twin Cities Rd","9/25/2012","M. Vaghti, M. Read",-121.38,38.29,"Plant","CRP45","ACNE","Acer negundo",4,"",18.2,8.6,"COSRP","Acer"
"1743",79,"Cosumnes River Preserve","Channel at Twin Cities Rd","9/25/2012","M. Vaghti, M. Read",-121.38,38.29,"Plant","CRP45","ACNE","Acer negundo",5,"",7.5,3.1,"COSRP","Acer"
"1745",79,"Cosumnes River Preserve","Channel at Twin Cities Rd","9/25/2012","M. Vaghti, M. Read",-121.38,38.29,"Plant","CRP45","ACNE","Acer negundo",7,"",5.2,4.1,"COSRP","Acer"
"1746",79,"Cosumnes River Preserve","Channel at Twin Cities Rd","9/25/2012","M. Vaghti, M. Read",-121.38,38.29,"Plant","CRP45","QULO","Quercus lobata",8,"",87.2,21,"COSRP","Quercus"
"1747",79,"Cosumnes River Preserve","Channel at Twin Cities Rd","9/25/2012","M. Vaghti, M. Read",-121.38,38.29,"Plant","CRP45","ACNE","Acer negundo",9,"",7,4,"COSRP","Acer"
"1748",79,"Cosumnes River Preserve","Channel at Twin Cities Rd","9/25/2012","M. Vaghti, M. Read",-121.38,38.29,"Plant","CRP45","QULO","Quercus lobata",10,"",63.4,23.5,"COSRP","Quercus"
"1749",79,"Cosumnes River Preserve","Channel at Twin Cities Rd","9/25/2012","M. Vaghti, M. Read",-121.38,38.29,"Plant","CRP45","QULO","Quercus lobata",11,"",9.3,5.5,"COSRP","Quercus"
"1750",79,"Cosumnes River Preserve","Channel at Twin Cities Rd","9/25/2012","M. Vaghti, M. Read",-121.38,38.29,"Plant","CRP45","QULO","Quercus lobata",12,"",65.5,22,"COSRP","Quercus"
"1751",79,"Cosumnes River Preserve","Channel at Twin Cities Rd","9/25/2012","M. Vaghti, M. Read",-121.38,38.29,"Plant","CRP45","FRLA","Fraxinus latifolia",13,"",20.7,7.4,"COSRP","Fraxinus"
"1752",79,"Cosumnes River Preserve","Channel at Twin Cities Rd","9/25/2012","M. Vaghti, M. Read",-121.38,38.29,"Plant","CRP45","FRLA","Fraxinus latifolia",14,"",27.9,10.1,"COSRP","Fraxinus"
"1753",79,"Cosumnes River Preserve","Channel at Twin Cities Rd","9/25/2012","M. Vaghti, M. Read",-121.38,38.29,"Plant","CRP45","POFR","Populus fremontii",1,"",28.7,20,"COSRP","Populus"
"1754",80,"Cosumnes River Preserve","Denier Channel","9/25/2012","M. Vaghti, M. Read",-121.38,38.3,"Plant","CRP46","POFR","Populus fremontii",1,"",37.1,17,"COSRP","Populus"
"1755",80,"Cosumnes River Preserve","Denier Channel","9/25/2012","M. Vaghti, M. Read",-121.38,38.3,"Plant","CRP46","ACNE","Acer negundo",2,"",9.9,5,"COSRP","Acer"
"1756",80,"Cosumnes River Preserve","Denier Channel","9/25/2012","M. Vaghti, M. Read",-121.38,38.3,"Plant","CRP46","ACNE","Acer negundo",3,"",33.8,17,"COSRP","Acer"
"1757",80,"Cosumnes River Preserve","Denier Channel","9/25/2012","M. Vaghti, M. Read",-121.38,38.3,"Plant","CRP46","ACNE","Acer negundo",4,"",17,7.7,"COSRP","Acer"
"1758",80,"Cosumnes River Preserve","Denier Channel","9/25/2012","M. Vaghti, M. Read",-121.38,38.3,"Plant","CRP46","POFR","Populus fremontii",5,"",96.7,25,"COSRP","Populus"
"1759",80,"Cosumnes River Preserve","Denier Channel","9/25/2012","M. Vaghti, M. Read",-121.38,38.3,"Plant","CRP46","ACNE","Acer negundo",6,"",20,8.9,"COSRP","Acer"
"1760",80,"Cosumnes River Preserve","Denier Channel","9/25/2012","M. Vaghti, M. Read",-121.38,38.3,"Plant","CRP46","QULO","Quercus lobata",7,"",9.3,6.1,"COSRP","Quercus"
"1761",80,"Cosumnes River Preserve","Denier Channel","9/25/2012","M. Vaghti, M. Read",-121.38,38.3,"Plant","CRP46","FRLA","Fraxinus latifolia",8,"",46.4,12.3,"COSRP","Fraxinus"
"1762",80,"Cosumnes River Preserve","Denier Channel","9/25/2012","M. Vaghti, M. Read",-121.38,38.3,"Plant","CRP46","ACNE","Acer negundo",9,"",12.2,8.7,"COSRP","Acer"
"1763",80,"Cosumnes River Preserve","Denier Channel","9/25/2012","M. Vaghti, M. Read",-121.38,38.3,"Plant","CRP46","FRLA","Fraxinus latifolia",10,"",19.2,12.4,"COSRP","Fraxinus"
"1764",80,"Cosumnes River Preserve","Denier Channel","9/25/2012","M. Vaghti, M. Read",-121.38,38.3,"Plant","CRP46","ACNE","Acer negundo",11,"",12.9,9.5,"COSRP","Acer"
"1765",80,"Cosumnes River Preserve","Denier Channel","9/25/2012","M. Vaghti, M. Read",-121.38,38.3,"Plant","CRP46","ACNE","Acer negundo",12,"",15,9.5,"COSRP","Acer"
"1766",80,"Cosumnes River Preserve","Denier Channel","9/25/2012","M. Vaghti, M. Read",-121.38,38.3,"Plant","CRP46","ACNE","Acer negundo",13,"",23,13,"COSRP","Acer"
"1767",80,"Cosumnes River Preserve","Denier Channel","9/25/2012","M. Vaghti, M. Read",-121.38,38.3,"Plant","CRP46","SAGO","Salix gooddingii",14,"",15.8,8.4,"COSRP","Salix"
"1768",80,"Cosumnes River Preserve","Denier Channel","9/25/2012","M. Vaghti, M. Read",-121.38,38.3,"Plant","CRP46","POFR","Populus fremontii",15,"",72.6,20.8,"COSRP","Populus"
"1769",80,"Cosumnes River Preserve","Denier Channel","9/25/2012","M. Vaghti, M. Read",-121.38,38.3,"Plant","CRP46","ACNE","Acer negundo",16,"",34.9,10,"COSRP","Acer"
